SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,PaperlessBilling,NumServices,MonthlyCharges,TotalCharges,Churn
0,No,No,0,Month-to-month,Fiber optic,No,Yes,Electronic check,Yes,6,94.74,0.0,Yes
0,No,No,11,Month-to-month,No,No,No,Electronic check,No,4,31.49,349.34,Yes
0,No,Yes,3,Month-to-month,Fiber optic,No,Yes,Electronic check,Yes,6,88.93,255.52,Yes
0,Yes,Yes,59,Month-to-month,Fiber optic,Yes,No internet service,Credit card,Yes,1,69.99,4160.08,No
0,Yes,No,44,One year,DSL,Yes,Yes,Credit card,Yes,3,50.97,2253.05,No
0,Yes,No,71,Month-to-month,DSL,Yes,No,Mailed check,Yes,3,68.07,4826.17,No
1,Yes,No,58,Two year,Fiber optic,Yes,No,Electronic check,No,1,65.49,3741.86,No
0,Yes,Yes,70,One year,Fiber optic,Unknown,Yes,Credit card,Yes,6,97.89,6890.46,No
0,Yes,Yes,17,Month-to-month,DSL,No internet service,No,Mailed check,Yes,5,70.11,1209.47,No
1,No,Yes,21,Month-to-month,DSL,Yes,Yes,Credit card,No,5,69.64,1438.19,Yes
1,Yes,No,62,Two year,DSL,No,No,Credit card,Yes,4,65.67,4118.71,No
0,No,No,17,Month-to-month,Fiber optic,Yes,No internet service,Bank transfer,No,4,93.68,1602.31,No
0,Yes,No,4,Month-to-month,Fiber optic,No,No,Electronic check,No,3,80.82,333.82,Yes
0,No,No,48,Two year,Fiber optic,No,No,Bank transfer,Yes,5,93.03,4500.8,No
0,Yes,Yes,58,One year,Fiber optic,No,No internet service,Credit card,No,6,95.24,5550.67,No
0,Yes,No,70,One year,DSL,No internet service,No,Mailed check,No,2,61.82,4339.15,Yes
1,Yes,Yes,67,Month-to-month,Fiber optic,No internet service,No internet service,Credit card,No,3,96.1,6431.16,No
1,No,No,8,Month-to-month,DSL,No internet service,No,Mailed check,Yes,1,42.34,418.07,No
0,Yes,No,56,Month-to-month,No,No internet service,No,Credit card,Yes,6,34.81,1920.01,No
0,No,No,61,One year,DSL,No,Yes,Bank transfer,No,4,66.41,4080.85,No
1,Yes,No,50,Month-to-month,Fiber optic,No,Yes,Electronic check,No,4,94.42,4717.65,Yes
1,No,No,59,Month-to-month,DSL,No,No,Mailed check,Yes,2,65.74,3896.85,Yes
0,Yes,No,61,Month-to-month,No,No internet service,No internet service,Electronic check,Yes,1,28.93,1814.07,No
0,No,Yes,32,One year,DSL,Yes,Yes,Mailed check,No,5,75.87,2415.38,No
0,Yes,Yes,2,One year,No,Yes,No internet service,Credit card,No,6,56.96,137.99,No
0,Yes,No,33,Month-to-month,DSL,Yes,No,Electronic check,No,3,67.29,2231.19,Yes
0,Yes,Yes,14,Month-to-month,No,No,No,Credit card,No,5,47.79,643.41,Yes
1,Yes,Yes,8,Month-to-month,Fiber optic,No,No internet service,Electronic check,Yes,4,80.31,692.8,Yes
1,Yes,Yes,9,Month-to-month,DSL,Yes,No internet service,Bank transfer,No,4,62.95,595.0,Yes
1,No,Yes,50,Month-to-month,DSL,No,No,Credit card,Yes,2,55.8,2772.62,Yes
0,Yes,No,36,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,4,87.4,3190.54,Yes
0,Yes,No,39,One year,No,No internet service,Yes,Credit card,Yes,1,24.27,913.27,No
0,No,Yes,54,One year,No,Yes,Yes,Credit card,No,2,38.4,2072.44,No
0,Yes,No,40,Two year,DSL,Yes,No internet service,Bank transfer,Yes,3,53.96,2141.23,No
0,Yes,Yes,45,Two year,Fiber optic,No,No,Bank transfer,Yes,2,83.79,3800.6,No
0,No,No,6,Month-to-month,DSL,No,No,Electronic check,Yes,6,73.9,424.21,No
0,No,Yes,62,Month-to-month,DSL,No internet service,Yes,Mailed check,Yes,1,44.35,2780.04,No
0,No,No,32,Month-to-month,Fiber optic,No,No,Electronic check,Yes,6,90.54,2921.06,Yes
0,Yes,No,11,One year,Fiber optic,No internet service,No,Credit card,Yes,1,64.29,692.18,No
0,No,No,59,Month-to-month,DSL,No,No,Bank transfer,Yes,6,74.91,4492.88,Yes
0,Yes,Yes,53,Month-to-month,No,No,No,Bank transfer,Yes,3,33.12,1725.55,No
0,No,Yes,3,Month-to-month,Fiber optic,No internet service,No internet service,Credit card,No,6,92.05,219.79,Yes
0,No,Yes,14,Month-to-month,Fiber optic,Yes,No internet service,Electronic check,No,4,76.74,1108.6,No
1,No,No,1,One year,DSL,Unknown,No,Credit card,No,3,61.1,0.0,No
0,Yes,Yes,19,One year,No,Yes,Yes,Electronic check,Yes,1,23.46,505.41,No
0,Yes,No,7,Month-to-month,Fiber optic,No,No internet service,Mailed check,Yes,3,79.22,558.61,Yes
0,No,No,51,Two year,Fiber optic,Yes,No internet service,Bank transfer,Yes,4,82.22,4136.14,No
0,No,No,38,Month-to-month,DSL,No,No internet service,Mailed check,No,6,70.57,2643.72,Yes
0,No,No,71,Month-to-month,No,No internet service,No,Bank transfer,Yes,2,31.82,2193.86,No
0,No,Yes,54,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,Yes,1,72.52,3931.4,Yes
0,No,No,44,One year,No,Yes,No,Credit card,No,2,21.87,909.2,No
0,Yes,Yes,37,One year,Fiber optic,No,No,Electronic check,No,2,78.65,2930.13,Yes
0,Yes,No,3,Month-to-month,No,Yes,No,Electronic check,Yes,6,53.27,147.62,Yes
0,Yes,No,5,Two year,Fiber optic,No,No,Electronic check,No,1,74.74,354.69,Yes
0,Yes,Yes,44,Month-to-month,No,No internet service,No,Mailed check,Yes,6,47.41,2106.41,No
0,Yes,No,0,Month-to-month,DSL,Yes,No,Electronic check,Yes,1,47.55,0.0,Yes
0,No,Yes,3,One year,DSL,No,No,Electronic check,Yes,5,62.16,232.31,No
1,No,Yes,15,Two year,Fiber optic,No,No,Credit card,No,3,77.96,1144.05,No
0,No,No,64,One year,Fiber optic,Yes,No,Credit card,Yes,1,64.53,4128.73,Yes
0,Yes,No,33,Two year,Fiber optic,Yes,Yes,Credit card,No,4,95.09,3112.56,No
0,No,No,51,Month-to-month,Fiber optic,No,No internet service,Electronic check,Yes,5,95.27,4865.29,No
0,No,No,30,One year,Fiber optic,No,No,Mailed check,No,6,97.49,2893.57,No
0,No,No,12,Two year,No,No internet service,No,Electronic check,No,2,30.77,352.28,No
0,No,Yes,27,Month-to-month,DSL,No,No,Mailed check,No,4,65.04,1739.32,No
1,No,Yes,6,Month-to-month,No,No,No,Mailed check,No,4,33.59,213.27,No
0,No,No,56,Two year,DSL,No internet service,No,Credit card,No,3,56.55,3166.92,No
0,Yes,Yes,13,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,No,6,94.15,1244.2,Yes
1,No,No,27,Month-to-month,No,No internet service,No internet service,Electronic check,Yes,3,48.57,1307.11,Yes
0,Yes,Yes,71,Two year,DSL,Yes,Yes,Bank transfer,No,3,64.62,4564.83,No
0,Yes,Yes,43,Two year,DSL,No internet service,No internet service,Credit card,Yes,4,64.01,2760.08,No
0,Yes,No,33,Two year,DSL,No internet service,No,Electronic check,Yes,6,80.2,2609.91,No
0,No,No,39,Two year,Fiber optic,No internet service,Yes,Credit card,Yes,6,104.44,4095.93,No
0,No,No,57,Month-to-month,Fiber optic,No,No,Electronic check,Yes,5,84.22,4789.12,No
0,No,No,18,Two year,DSL,No internet service,No,Electronic check,No,1,48.16,875.06,No
1,Yes,Yes,46,Month-to-month,No,No,No internet service,Credit card,Yes,2,28.9,1338.2,Yes
0,Yes,No,63,One year,DSL,No,No,Electronic check,Yes,1,53.17,3413.77,No
0,No,Yes,41,Month-to-month,Fiber optic,No,No,Bank transfer,No,1,73.16,3014.82,Yes
0,Yes,No,32,Two year,Fiber optic,No,No,Electronic check,No,5,91.91,2944.05,No
0,No,No,10,One year,DSL,No,No internet service,Bank transfer,Yes,5,64.73,619.61,Yes
0,Yes,No,18,Two year,DSL,Yes,No,Bank transfer,No,1,55.79,1036.32,No
0,No,Yes,69,Month-to-month,No,No,No,Credit card,Yes,3,24.84,1703.15,No
0,No,No,39,Month-to-month,Fiber optic,No,No,Credit card,Yes,2,76.44,2920.14,Yes
0,No,No,21,Month-to-month,DSL,No,No,Bank transfer,No,1,38.44,799.44,Yes
0,Yes,No,30,Month-to-month,No,No,No,Mailed check,No,3,27.32,827.26,No
0,No,Yes,42,One year,Fiber optic,No internet service,No,Electronic check,No,1,76.4,3176.06,Yes
0,No,No,39,Month-to-month,DSL,No internet service,No internet service,Bank transfer,Yes,5,69.52,2706.55,Yes
0,No,Yes,51,One year,Fiber optic,No,No,Mailed check,Yes,6,95.12,4848.26,No
0,No,No,18,Month-to-month,Fiber optic,Yes,No,Electronic check,Yes,3,90.24,1622.08,Yes
0,Yes,Yes,47,Month-to-month,DSL,No,No,Credit card,No,2,62.12,2969.03,Yes
0,No,Yes,32,One year,No,No internet service,No,Electronic check,Yes,3,33.08,1006.1,No
0,Yes,No,68,Month-to-month,DSL,No,No,Electronic check,Yes,6,73.5,5079.35,No
0,Yes,Yes,11,Month-to-month,DSL,No internet service,No internet service,Credit card,Yes,1,46.78,513.27,No
0,No,No,10,Month-to-month,DSL,No internet service,No,Bank transfer,No,5,71.26,735.81,Yes
0,No,No,33,Month-to-month,Fiber optic,No,No,Bank transfer,Yes,1,67.34,2227.33,Yes
0,Yes,No,37,One year,Fiber optic,No,No internet service,Electronic check,No,2,89.78,3252.82,No
0,Yes,No,50,Month-to-month,No,No,No,Mailed check,Yes,3,40.34,1974.74,No
0,Yes,No,29,Month-to-month,DSL,No,No,Bank transfer,Yes,3,51.31,1467.02,Yes
0,Yes,Yes,66,One year,No,Yes,No,Electronic check,Yes,2,24.27,1641.57,No
0,No,No,34,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,Yes,5,95.03,3175.65,Yes
0,Yes,Yes,9,One year,DSL,Yes,Yes,Electronic check,No,5,65.47,555.0,Yes
1,No,Yes,8,Month-to-month,DSL,No,No internet service,Electronic check,No,3,61.77,500.75,Yes
0,Yes,Yes,71,Two year,No,Yes,No internet service,Electronic check,Yes,3,31.34,2244.05,No
1,Yes,No,9,Month-to-month,DSL,No,Yes,Electronic check,Yes,1,58.65,545.56,Yes
0,No,No,69,Month-to-month,Fiber optic,No,No internet service,Electronic check,Yes,4,88.05,6036.09,Yes
1,Yes,No,20,Two year,Fiber optic,No,No,Bank transfer,No,2,93.52,1806.48,Yes
1,Yes,No,6,One year,DSL,No internet service,No internet service,Mailed check,No,2,57.62,367.28,No
0,No,No,22,One year,No,No,No internet service,Electronic check,No,6,38.9,913.12,No
0,No,No,44,Two year,No,Yes,No internet service,Mailed check,Yes,4,50.52,2209.07,No
1,No,Yes,31,Month-to-month,Fiber optic,No internet service,No internet service,Electronic check,Yes,5,99.09,3026.0,Yes
1,Yes,No,57,Two year,Fiber optic,No internet service,No internet service,Mailed check,No,2,81.28,4615.76,No
1,No,No,44,One year,Fiber optic,No,No,Credit card,Yes,4,91.88,4058.48,No
0,No,No,29,Month-to-month,Fiber optic,No,Yes,Bank transfer,No,1,67.37,1944.4,No
0,No,Yes,46,Month-to-month,DSL,Yes,No,Bank transfer,No,2,43.17,2042.11,No
1,Yes,No,70,Month-to-month,Fiber optic,No,No,Electronic check,No,5,92.25,6494.5,No
0,Yes,No,30,Two year,DSL,Yes,Yes,Electronic check,No,3,66.77,2010.47,No
0,Yes,Yes,11,Month-to-month,Fiber optic,No,No internet service,Bank transfer,Yes,4,90.37,915.9,Yes
0,Yes,Yes,29,Month-to-month,Fiber optic,Yes,Yes,Mailed check,No,5,102.76,2952.35,Yes
0,No,No,61,One year,DSL,No,No internet service,Bank transfer,Yes,6,79.93,4853.81,No
0,Yes,No,15,One year,No,Yes,No,Credit card,No,1,24.62,339.44,No
0,Yes,No,69,Month-to-month,DSL,Yes,No internet service,Mailed check,Yes,4,70.1,4844.53,No
0,Yes,Yes,42,Two year,DSL,Yes,No internet service,Credit card,No,6,81.14,3416.34,No
0,No,No,43,Month-to-month,Fiber optic,No,No,Mailed check,No,2,78.52,3309.4,Yes
1,Yes,Yes,23,Two year,Fiber optic,No,No,Electronic check,Yes,6,95.72,2233.74,Yes
0,Yes,No,67,Month-to-month,DSL,No,Yes,Electronic check,Yes,4,63.84,4277.92,No
0,Yes,No,2,Month-to-month,Fiber optic,No,No internet service,Bank transfer,Yes,2,64.53,143.37,Yes
0,No,No,21,One year,Fiber optic,No,No internet service,Electronic check,No,5,94.18,2007.57,Yes
1,Yes,Yes,30,Month-to-month,DSL,Yes,No,Bank transfer,No,6,76.32,2258.92,Yes
0,No,No,34,Month-to-month,No,No internet service,Yes,Bank transfer,Yes,1,25.37,912.94,Yes
0,Yes,No,34,Month-to-month,DSL,No,No,Mailed check,No,5,69.57,2359.71,Yes
0,Yes,No,10,One year,Fiber optic,Yes,Yes,Mailed check,No,6,96.74,1027.9,Yes
0,Yes,Yes,16,Two year,DSL,Yes,No internet service,Bank transfer,No,4,51.02,780.56,No
0,Yes,No,6,Two year,Fiber optic,Yes,Yes,Mailed check,No,4,97.98,645.41,Yes
1,Yes,No,41,Two year,No,No,No internet service,Credit card,No,1,22.29,877.73,No
0,No,Yes,25,Two year,DSL,Yes,No internet service,Electronic check,No,3,54.79,1471.7,No
0,No,No,41,Month-to-month,DSL,No internet service,No internet service,Credit card,Yes,6,80.15,3248.08,Yes
1,Yes,No,43,Month-to-month,DSL,No,No,Electronic check,No,5,73.37,3197.17,Yes
0,Yes,No,51,Two year,DSL,Yes,Yes,Electronic check,Yes,3,60.14,3052.64,No
1,No,No,39,Two year,No,No,No internet service,Bank transfer,No,2,33.62,1339.78,No
0,Yes,No,47,Two year,Fiber optic,Yes,No,Electronic check,No,5,85.57,4020.17,No
0,Yes,No,42,One year,Fiber optic,Yes,No internet service,Electronic check,No,6,96.51,4009.77,No
1,Yes,No,47,Month-to-month,No,No,No,Electronic check,Yes,2,36.77,1616.32,Yes
0,Yes,Yes,45,Two year,No,Yes,Yes,Bank transfer,Yes,5,38.44,1830.1,No
0,Yes,No,23,Two year,No,Yes,No internet service,Bank transfer,Yes,2,23.01,532.15,No
1,No,No,17,One year,DSL,No internet service,No internet service,Electronic check,No,5,67.97,1037.75,No
0,No,No,57,Two year,DSL,No,Yes,Mailed check,No,6,72.61,4150.87,No
0,No,Yes,25,One year,DSL,No internet service,No,Electronic check,Yes,4,66.89,1699.83,No
0,Yes,No,40,Two year,Fiber optic,Yes,Yes,Credit card,Yes,3,75.23,2980.6,No
0,Yes,No,14,Month-to-month,Fiber optic,No internet service,No,Electronic check,No,2,63.7,863.47,Yes
0,Yes,No,31,Two year,DSL,No,No,Bank transfer,Yes,1,55.03,1705.14,Yes
0,Yes,No,38,Month-to-month,Fiber optic,Yes,No,Mailed check,Yes,1,68.0,2632.1,No
0,Yes,No,45,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,Yes,6,93.34,4204.3,No
0,Yes,No,38,Month-to-month,DSL,Unknown,Yes,Credit card,No,4,49.9,1954.73,Yes
0,Yes,No,26,Month-to-month,DSL,No,No,Mailed check,No,2,60.14,1608.89,Yes
1,Yes,No,70,Month-to-month,Fiber optic,No internet service,Yes,Bank transfer,No,4,90.1,6297.85,No
0,Yes,No,37,Two year,Fiber optic,No,No,Mailed check,Yes,6,98.86,3595.0,Yes
1,No,No,59,One year,Fiber optic,No,No,Bank transfer,Yes,4,89.82,5290.31,No
0,Yes,Yes,53,Two year,Fiber optic,No,No,Mailed check,No,6,84.64,4506.98,No
1,No,No,40,Month-to-month,DSL,Yes,No,Electronic check,No,1,43.59,1746.0,No
0,Yes,Yes,64,Month-to-month,DSL,No internet service,Yes,Electronic check,Yes,1,46.79,3019.94,No
0,No,Yes,9,One year,DSL,Yes,Yes,Electronic check,No,4,58.51,561.13,Yes
1,Yes,No,67,One year,DSL,Yes,No internet service,Credit card,No,4,61.37,4133.02,No
0,No,No,62,Month-to-month,Fiber optic,Yes,No internet service,Bank transfer,No,5,93.98,5815.75,No
0,Yes,No,36,Two year,No,No internet service,No internet service,Electronic check,Yes,6,53.04,1930.24,No
0,Yes,No,53,Two year,DSL,No,No internet service,Mailed check,Yes,1,40.62,2242.28,No
0,No,No,37,One year,DSL,No,No,Bank transfer,Yes,6,71.95,2602.55,No
0,Yes,No,19,Two year,Fiber optic,No internet service,No internet service,Mailed check,No,1,78.77,1516.12,No
0,Yes,No,58,One year,Fiber optic,Yes,No,Mailed check,No,4,82.46,4855.96,No
0,No,Yes,17,One year,DSL,No internet service,No internet service,Bank transfer,Yes,5,66.34,1080.8,No
0,Yes,No,22,Month-to-month,DSL,Yes,No internet service,Electronic check,Yes,5,70.3,1586.64,No
0,No,Yes,37,Month-to-month,No,No,No internet service,Mailed check,Yes,2,29.07,1120.98,No
0,No,Yes,61,Month-to-month,DSL,Yes,No,Electronic check,No,4,67.05,4030.98,No
0,Yes,Yes,28,One year,Fiber optic,No internet service,No,Electronic check,No,6,97.57,2760.45,Yes
0,Yes,No,36,One year,No,No internet service,No,Bank transfer,Yes,2,27.13,965.83,No
0,Yes,No,3,Month-to-month,DSL,No,No,Bank transfer,No,6,64.96,192.46,Yes
0,No,No,8,One year,Fiber optic,Yes,No internet service,Credit card,Yes,4,89.48,702.84,Yes
0,Yes,No,4,Month-to-month,DSL,Yes,No,Electronic check,No,1,50.1,252.91,No
0,Yes,No,5,Month-to-month,DSL,No,Yes,Bank transfer,No,2,48.04,235.72,Yes
0,Yes,Yes,63,Two year,DSL,No,No,Credit card,Yes,6,75.49,4737.34,No
0,No,No,61,Month-to-month,No,Yes,No,Bank transfer,No,3,41.11,2489.85,No
0,No,No,59,Month-to-month,DSL,No,No,Credit card,No,6,68.04,4000.72,No
0,No,No,4,Month-to-month,DSL,No,No,Credit card,No,3,54.13,173.34,Yes
0,No,Yes,5,Month-to-month,No,No internet service,No,Credit card,Yes,3,28.92,125.71,Yes
0,No,Yes,20,One year,DSL,No,No,Credit card,Yes,6,61.93,1243.31,No
0,No,No,41,Two year,No,No,No,Bank transfer,Yes,5,54.53,2251.91,Yes
0,No,Yes,24,One year,Fiber optic,No,No,Mailed check,No,2,76.31,1879.6,Yes
0,No,No,35,One year,Fiber optic,Yes,No,Credit card,Yes,5,87.35,3066.89,Yes
0,Yes,No,12,Month-to-month,Fiber optic,No,No,Credit card,No,2,72.24,847.9,Yes
0,No,Yes,53,One year,Fiber optic,No,Yes,Electronic check,Yes,6,94.67,4977.07,No
0,No,Yes,22,Month-to-month,DSL,Yes,No,Electronic check,No,1,45.33,1009.04,Yes
0,Yes,No,4,Month-to-month,No,No,No,Electronic check,Yes,4,46.63,181.83,Yes
0,Yes,No,54,Two year,No,No internet service,No,Credit card,Yes,1,18.0,968.63,No
1,Yes,No,65,Month-to-month,No,No,No internet service,Electronic check,Yes,5,33.27,2173.05,No
0,No,Yes,1,Month-to-month,Fiber optic,No,No,Electronic check,No,6,100.31,121.09,Yes
0,Yes,Yes,31,Month-to-month,Fiber optic,No,No internet service,Electronic check,No,5,91.86,2858.45,No
0,No,No,60,Two year,Fiber optic,No,No,Electronic check,Yes,3,82.16,4922.78,No
0,Yes,No,51,Month-to-month,DSL,Yes,No,Credit card,Yes,5,70.86,3581.8,No
0,No,Yes,62,Month-to-month,Fiber optic,No internet service,No internet service,Mailed check,No,2,79.82,4924.33,No
0,Yes,No,30,Two year,Fiber optic,No internet service,No,Electronic check,Yes,4,87.72,2665.53,No
1,No,No,27,Month-to-month,Fiber optic,Yes,No internet service,Electronic check,Yes,6,88.57,2374.45,No
1,No,No,51,Two year,DSL,Yes,No internet service,Credit card,No,3,48.49,2419.15,No
0,Yes,No,11,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,1,70.3,819.68,Yes
0,Yes,No,17,One year,Fiber optic,No,No internet service,Mailed check,Yes,3,76.99,1271.13,Yes
0,Yes,Yes,43,Two year,Fiber optic,No,No internet service,Electronic check,Yes,3,85.12,3661.57,No
0,Yes,Yes,48,Month-to-month,No,No,No,Credit card,No,5,31.71,1541.73,No
0,No,No,8,One year,Fiber optic,No,Yes,Bank transfer,Yes,5,89.82,718.69,Yes
1,No,No,37,Month-to-month,DSL,No,No,Bank transfer,No,3,57.46,2026.89,No
0,No,No,26,One year,DSL,Yes,No internet service,Mailed check,Yes,5,67.26,1764.38,No
0,No,No,36,Two year,Fiber optic,Yes,No internet service,Credit card,No,1,76.89,2821.1,Yes
1,Yes,Yes,69,One year,Fiber optic,No,No internet service,Bank transfer,Yes,2,77.04,5347.22,No
0,No,Yes,5,Two year,No,No internet service,No,Mailed check,Yes,4,34.0,85.04,Yes
0,No,Yes,72,One year,DSL,No,Yes,Credit card,Yes,5,74.97,5482.93,No
1,Yes,Yes,32,One year,DSL,No,No,Credit card,Yes,5,65.58,2045.53,Yes
0,No,No,56,Month-to-month,Fiber optic,No internet service,No,Bank transfer,Yes,4,96.51,5361.42,Yes
0,Yes,No,30,One year,Fiber optic,No,Yes,Bank transfer,No,1,72.55,2207.78,Yes
0,No,No,22,Two year,No,No,Yes,Mailed check,No,5,42.4,950.91,No
1,No,No,56,One year,No,Yes,Yes,Electronic check,No,3,32.67,1832.73,No
0,No,No,50,Month-to-month,Fiber optic,No,Yes,Electronic check,Yes,2,80.39,3996.72,Yes
0,Yes,Yes,10,Month-to-month,No,Unknown,No,Bank transfer,No,3,30.98,363.03,Yes
0,No,No,51,One year,DSL,No internet service,No,Mailed check,Yes,5,68.08,3470.51,Yes
0,Yes,No,54,Two year,Fiber optic,No,No,Mailed check,No,2,88.18,4699.09,No
1,No,No,28,Month-to-month,No,No,No,Credit card,No,4,44.29,1289.41,Yes
0,Yes,No,67,Month-to-month,Fiber optic,Yes,No internet service,Electronic check,Yes,1,80.83,5424.38,Yes
1,No,Yes,46,Month-to-month,No,No internet service,No,Credit card,Yes,5,34.45,1629.3,Yes
0,No,Yes,24,Month-to-month,DSL,Yes,No,Electronic check,No,1,42.42,1040.98,Yes
0,Yes,Yes,0,Two year,DSL,No,No,Electronic check,Yes,6,73.31,0.0,Yes
1,Yes,No,49,Month-to-month,Fiber optic,No,No,Electronic check,No,6,101.62,4966.98,Yes
0,No,Yes,15,Month-to-month,No,Yes,No,Mailed check,No,6,43.89,658.99,Yes
0,Yes,Yes,55,Month-to-month,DSL,No,No,Mailed check,Yes,3,54.31,3015.84,Yes
1,Yes,Yes,38,Month-to-month,No,Yes,No,Electronic check,Yes,5,50.86,1920.53,No
0,Yes,No,34,Two year,DSL,No,No,Bank transfer,Yes,1,53.62,1855.19,No
0,Yes,No,11,Month-to-month,Fiber optic,No internet service,No,Mailed check,No,2,85.35,820.95,Yes
1,No,No,51,Month-to-month,Fiber optic,No,Yes,Electronic check,Yes,1,71.85,3661.44,Yes
0,No,No,12,Month-to-month,DSL,No internet service,No,Mailed check,Yes,1,46.38,552.44,No
0,Yes,Yes,30,Two year,Fiber optic,Yes,No,Electronic check,Yes,3,89.19,2670.13,No
0,Yes,No,61,Two year,Fiber optic,No,No,Electronic check,No,4,86.42,5236.54,No
0,Yes,Yes,67,Month-to-month,Fiber optic,No internet service,No,Electronic check,No,6,93.33,6289.35,Yes
0,Yes,Yes,72,One year,DSL,No internet service,Yes,Bank transfer,No,1,44.02,3149.26,No
0,No,No,69,Month-to-month,DSL,No,No,Bank transfer,No,3,55.43,3832.68,Yes
0,Yes,Yes,40,One year,No,No,No,Credit card,No,5,47.75,1908.51,No
0,No,Yes,14,Month-to-month,Fiber optic,No internet service,No,Bank transfer,No,2,69.94,999.17,No
0,No,No,61,Two year,No,No,No,Mailed check,Yes,5,46.27,2879.71,No
0,No,No,58,Two year,Fiber optic,No,Yes,Electronic check,Yes,4,83.75,4865.3,No
0,No,Yes,72,Month-to-month,No,Yes,Yes,Electronic check,No,4,36.74,2678.94,No
0,Yes,No,47,Month-to-month,DSL,Yes,No,Electronic check,Yes,1,48.62,2290.93,No
0,Yes,No,10,Month-to-month,Fiber optic,No,Yes,Electronic check,Yes,2,77.68,756.56,Yes
0,Yes,Yes,36,Month-to-month,Fiber optic,No,No,Electronic check,No,6,95.28,3424.42,No
1,No,Yes,32,Month-to-month,DSL,Yes,No,Credit card,No,6,69.33,2207.22,Yes
0,No,No,61,Month-to-month,DSL,No,No internet service,Electronic check,Yes,3,55.07,3382.0,No
0,Yes,No,28,Two year,Fiber optic,No,No,Electronic check,Yes,4,95.92,2690.03,No
1,Yes,No,23,Month-to-month,No,No,Yes,Credit card,Yes,4,38.15,845.68,Yes
0,Yes,No,5,Two year,Fiber optic,No,No,Electronic check,Yes,4,87.24,427.32,Yes
0,No,Yes,60,Month-to-month,DSL,No,No internet service,Mailed check,Yes,5,63.63,3756.76,No
0,No,No,55,Month-to-month,No,Yes,Yes,Electronic check,Yes,4,35.55,1947.87,Yes
0,No,No,3,Month-to-month,DSL,No internet service,No internet service,Mailed check,No,1,45.65,137.0,Yes
0,No,Yes,31,Two year,DSL,No,No,Credit card,Yes,1,54.09,1749.13,No
0,Yes,No,35,Month-to-month,No,Yes,Yes,Bank transfer,Yes,6,42.48,1540.74,No
0,No,Yes,34,Month-to-month,Fiber optic,No,Yes,Mailed check,No,5,79.02,2645.32,Yes
0,No,No,67,One year,No,Unknown,No internet service,Electronic check,Yes,2,29.35,1974.52,No
1,Yes,No,10,One year,No,No,No internet service,Mailed check,Yes,1,22.82,236.97,No
0,No,No,22,One year,Fiber optic,No,No internet service,Bank transfer,Yes,2,75.49,1651.56,No
0,Yes,No,13,Month-to-month,DSL,No,No,Electronic check,No,4,68.47,883.44,Yes
0,No,No,17,Month-to-month,DSL,No,No,Electronic check,Yes,4,46.6,778.04,Yes
1,No,Yes,66,Two year,No,Yes,Yes,Bank transfer,Yes,2,38.46,2613.27,No
0,No,No,68,One year,No,No,No,Credit card,No,2,35.33,2385.79,No
0,No,No,3,One year,Fiber optic,Yes,No,Credit card,No,2,75.23,239.33,No
0,Yes,Yes,46,Month-to-month,Fiber optic,No,No internet service,Electronic check,No,3,80.8,3615.64,No
0,No,No,16,Month-to-month,DSL,No,No,Mailed check,No,2,57.03,945.42,Yes
0,No,Yes,14,Two year,DSL,No,No,Bank transfer,No,3,61.69,911.03,Yes
0,No,No,21,One year,No,Yes,Yes,Credit card,Yes,1,20.7,392.62,No
0,No,No,14,Month-to-month,DSL,No,No,Electronic check,Yes,6,62.3,851.72,Yes
1,Yes,No,35,Two year,Fiber optic,No,Yes,Mailed check,Yes,6,109.68,3856.86,No
0,No,No,72,One year,No,No,No internet service,Electronic check,Yes,3,39.24,2826.06,No
0,No,Yes,42,Month-to-month,Fiber optic,No,Yes,Credit card,Yes,5,93.44,3943.13,Yes
0,Yes,No,52,Month-to-month,Fiber optic,Yes,No,Credit card,Yes,4,89.05,4619.11,Yes
0,No,Yes,36,One year,DSL,No,Yes,Credit card,No,1,53.23,1990.81,No
0,No,Yes,1,Month-to-month,DSL,No,No,Electronic check,No,2,58.45,31.66,Yes
0,No,No,6,One year,DSL,No,Yes,Credit card,Yes,1,36.98,329.54,Yes
0,No,No,19,One year,DSL,Yes,No,Electronic check,Yes,5,65.39,1292.09,Yes
0,Yes,No,17,Month-to-month,DSL,No internet service,No,Electronic check,Yes,5,64.77,1134.37,Yes
0,No,Yes,61,Two year,DSL,No internet service,No,Bank transfer,Yes,4,62.03,3742.21,No
0,Yes,No,61,Month-to-month,DSL,No internet service,No internet service,Credit card,Yes,1,54.12,3337.71,No
0,No,Yes,62,Month-to-month,DSL,No,No,Credit card,Yes,2,43.26,2706.28,Yes
0,Yes,Yes,46,One year,No,No,No,Electronic check,Yes,3,25.41,1084.08,No
0,No,No,40,One year,DSL,Yes,No internet service,Mailed check,No,1,45.41,1760.22,No
